comment,polarity,sentiment,emotion,comment_category
africa back u youth lead revolution greedy older generation,-0.3182,negative,anger,critical or negative feedback
government quite take time,0.0,neutral,neutral,supportive or appreciative
emotional kenyan citizen power voice air problem 😢,-0.6369,negative,neutral,critical or negative feedback
still feel like dream wa peaceful deserve gunshot trauma fighting right high taxation ruto never know peace rest peace fellow genz never forget 😭😭💔💔,0.7484,positive,joy,critical or negative feedback
dear bbc news understand human forget easily reason repost video documentary month week day hour general election thank,0.6808,positive,sadness,supportive or appreciative
story parliament run deep mase trace,0.0,neutral,neutral,informative or analytical
expect next election 😢😢😢😢,-0.9081,negative,fear,critical or negative feedback
macoure kumbe alikuwa scum entire video feature nowhere halafu ndiyo mnaskia eti ni leader wa struggle continues different election,-0.3182,negative,neutral,critical or negative feedback
ruto vampire 😢,-0.4767,negative,neutral,critical or negative feedback
los angeles stand kenya,0.0,neutral,neutral,supportive or appreciative
painful never forget,-0.3036,negative,sadness,critical or negative feedback
mogadishu love❤,0.8555,positive,neutral,supportive or appreciative
happens elect goon prosecuted hague leader,-0.3818,negative,anger,critical or negative feedback
western medium always want divided african union kenyan felows video western propagande careful decision make watching video,0.2263,positive,neutral,supportive or appreciative
month handshake called baba luo brother sister happy life rip heroess,0.5719,positive,joy,supportive or appreciative
oo africa,0.0,neutral,neutral,supportive or appreciative
government good,0.4404,positive,neutral,supportive or appreciative
invade parliament right could protest peacefull respect parliament,0.2732,positive,anger,critical or negative feedback
😢😢😢😢 killer government shall never forget shall never surrender rest peace hero 😢,-0.9544,negative,anger,supportive or appreciative
kenyan ready give opinion next documentary kindly stop suffering,0.1027,positive,neutral,critical or negative feedback
utaona mafala voting sake lost life ruto must go,-0.3182,negative,sadness,critical or negative feedback
sad history day,-0.4767,negative,sadness,critical or negative feedback
ruto must go 2027😢😢,-0.7351,negative,neutral,critical or negative feedback
hope could get justice life lost proud part protest,0.7269,positive,anger,supportive or appreciative
kenya police worst world doubt,-0.765,negative,fear,critical or negative feedback
kenyan watching heartbreaking😢😢 fallen hero deserved kind documentary keep legacy alive prayer go family thank bbc kenyan goodwill never forget,0.2654,positive,sadness,supportive or appreciative
thank bbc exposing corrupt cruel government kenya world kenyan wa painful watch.😢😢😢,-0.9393,negative,sadness,supportive or appreciative
nigeria 🇳🇬 stand kenya 🇰🇪,0.0,neutral,neutral,supportive or appreciative
githurai massacre all😢,-0.4767,negative,fear,critical or negative feedback
friend country support u adding ruto must go comment,0.7096,positive,neutral,supportive or appreciative
gon na play first week august,0.34,positive,neutral,supportive or appreciative
struggling breathe watching many wound healed reopened,-0.4215,negative,fear,critical or negative feedback
documentary wa suppose released smelly election day june,0.0,neutral,disgust,critical or negative feedback
kenyan living canada stand people kenya,0.0,neutral,neutral,supportive or appreciative
sad beloved country kenya cry country know,-0.4404,negative,sadness,critical or negative feedback
doe documentary include parliament building set fire shot fired supreme court building burnt set fire two arm government attack plan occupy state house third arm following day wa sponsored coupe attempt wa thwarted,-0.7906,negative,anger,critical or negative feedback
stand kenya 🇰🇪💪,0.0,neutral,neutral,supportive or appreciative
police men failed u really bad mlificha wauaji ndani yenyu even able identify cop identify mikoras shame people uniform failed u,-0.9259,negative,sadness,critical or negative feedback
comment serious guy,-0.0772,negative,anger,critical or negative feedback
sooo mad,-0.4939,negative,anger,critical or negative feedback
burundi🇧🇮we stand kenya🇰🇪,0.0,neutral,neutral,supportive or appreciative
aired worldwide world never forgotten sad humanity left called leader,0.4973,positive,sadness,critical or negative feedback
president human surely,0.4404,positive,neutral,supportive or appreciative
president ruto sure adopting museven way governance bought almost mp senator well opposition ha become crime criticise regime whatever much respect government day must call injustice violation committing tried gag judiciary well every policy come pass matter bad tax payer kenyan people sad state nation,-0.9035,negative,sadness,critical or negative feedback
seychelles stand kenya🇰🇪🇰🇪🇰🇪,0.0,neutral,neutral,supportive or appreciative
cried watching emotional,-0.25,negative,sadness,supportive or appreciative
rip need president like ibrahim taore,0.3612,positive,neutral,critical or negative feedback
one thing bbc tell public documentary unknown kenyan permanent kenya army detachment deployed guard kenya parliament since mzee kenyatta seargent arm parliament serving kenya army serviceman mzee kenyatta died buried parliament building wa deployment permanent kenya army guard honor guard musoleum ever since believe men seen huge number within parliament ground protest unfolding taking wrong mission shooting protester,-0.4404,negative,anger,critical or negative feedback
government full themselves😥 kweli fasihi ni kioo cha jamii,0.3291,positive,joy,critical or negative feedback
amazing bbc investigation happened nigeria end sars peaceful demonstration led death many nigerian youth,0.5423,positive,joy,informative or analytical
saudia arabia stand kenya,0.0,neutral,neutral,supportive or appreciative
wow believe tried overthrow government,0.5859,positive,surprise,critical or negative feedback
disgraceful leader god,0.2732,positive,sadness,critical or negative feedback
fact kasamweli kasaliti hakako hapa😂 ademba real hero❤,0.8934,positive,neutral,supportive or appreciative
soo emotional 😢 😭 younger brother street fateful day mama everyone family condemned u willing sacrifice country lost friend continue resting peace comrade proud fallen hero left ending trauma baby remain unforgettable forever,-0.1779,negative,sadness,critical or negative feedback
forgotten,-0.2263,negative,sadness,critical or negative feedback
blood parliament may soul rest peace fight still viva kenya viva kenyan viva soul lost viva viva viva,-0.1027,negative,sadness,supportive or appreciative
wataona motoo,0.0,neutral,neutral,supportive or appreciative
held accountable death,-0.5994,negative,anger,critical or negative feedback
ruto ally know seen documentary read comment people different place seen single comment praising government mean serious flaw leadership leave power peacefully bbc thank ❤,0.9201,positive,joy,supportive or appreciative
much went later evening wa much tougher,0.1779,positive,fear,critical or negative feedback
kadem rakuom stand kenyans😢,-0.4767,negative,neutral,critical or negative feedback
morocco stand kenyan,0.0,neutral,neutral,supportive or appreciative
😢😢😢 really sad,-0.9134,negative,sadness,critical or negative feedback
😭😭😭😭tears say woi mother land kenya 🇰🇪,-0.9081,negative,sadness,critical or negative feedback
heart sank watching this💔 rip brave kenyan lost life protest truly dark time kenyan let pray nation 🙏,0.8772,positive,sadness,critical or negative feedback
way documentary blowing internet thank bbc,0.3612,positive,joy,supportive or appreciative
really sad 😢,-0.7764,negative,sadness,critical or negative feedback
part deep 😢😢,-0.7351,negative,neutral,sarcastic or humorous
wa june government knew youth dumb thought perpetrator need brought justice😡😡 hii kesi iende hague,-0.4767,negative,sadness,critical or negative feedback
